Location,Period,Dimension,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births)
France,2017,Both sexes,3.59 [3.51-3.67]
France,2017,Male,3.93 [3.82-4.03]
France,2017,Female,3.24 [3.14-3.33]
France,2016,Both sexes,3.51 [3.44-3.59]
France,2016,Male,3.84 [3.75-3.94]
France,2016,Female,3.16 [3.08-3.25]
France,2015,Both sexes,3.47 [3.39-3.54]
France,2015,Male,3.8 [3.7-3.89]
France,2015,Female,3.12 [3.03-3.21]
France,2014,Both sexes,3.45 [3.38-3.53]
France,2014,Male,3.78 [3.69-3.88]
France,2014,Female,3.11 [3.02-3.19]
France,2013,Both sexes,3.47 [3.41-3.54]
France,2013,Male,3.81 [3.72-3.9]
France,2013,Female,3.12 [3.04-3.2]
France,2012,Both sexes,3.51 [3.44-3.58]
France,2012,Male,3.85 [3.76-3.95]
France,2012,Female,3.15 [3.07-3.23]
France,2011,Both sexes,3.54 [3.47-3.61]
France,2011,Male,3.89 [3.8-3.99]
France,2011,Female,3.17 [3.09-3.26]
France,2010,Both sexes,3.56 [3.49-3.64]
France,2010,Male,3.92 [3.83-4.02]
France,2010,Female,3.18 [3.1-3.27]
France,2009,Both sexes,3.58 [3.51-3.66]
France,2009,Male,3.96 [3.86-4.05]
France,2009,Female,3.19 [3.11-3.28]
France,2008,Both sexes,3.61 [3.54-3.68]
France,2008,Male,3.99 [3.9-4.08]
France,2008,Female,3.21 [3.13-3.29]
France,2007,Both sexes,3.65 [3.57-3.72]
France,2007,Male,4.04 [3.95-4.13]
France,2007,Female,3.23 [3.15-3.31]
France,2006,Both sexes,3.7 [3.63-3.78]
France,2006,Male,4.11 [4.01-4.2]
France,2006,Female,3.28 [3.19-3.36]
France,2005,Both sexes,3.79 [3.71-3.86]
France,2005,Male,4.21 [4.11-4.3]
France,2005,Female,3.35 [3.26-3.43]
France,2004,Both sexes,3.9 [3.82-3.98]
France,2004,Male,4.34 [4.24-4.44]
France,2004,Female,3.44 [3.36-3.53]
France,2003,Both sexes,4.04 [3.97-4.12]
France,2003,Male,4.5 [4.4-4.6]
France,2003,Female,3.56 [3.48-3.65]
France,2002,Both sexes,4.19 [4.11-4.28]
France,2002,Male,4.67 [4.56-4.78]
France,2002,Female,3.69 [3.6-3.79]
France,2001,Both sexes,4.32 [4.23-4.41]
France,2001,Male,4.82 [4.7-4.93]
France,2001,Female,3.8 [3.7-3.9]
France,2000,Both sexes,4.43 [4.34-4.52]
France,2000,Male,4.94 [4.83-5.06]
France,2000,Female,3.89 [3.79-3.99]
France,1999,Both sexes,4.53 [4.44-4.62]
France,1999,Male,5.06 [4.94-5.17]
France,1999,Female,3.97 [3.88-4.07]
France,1998,Both sexes,4.64 [4.54-4.73]
France,1998,Male,5.19 [5.07-5.3]
France,1998,Female,4.06 [3.96-4.16]
France,1997,Both sexes,4.79 [4.68-4.9]
France,1997,Male,5.37 [5.24-5.5]
France,1997,Female,4.18 [4.08-4.29]
France,1996,Both sexes,5.03 [4.92-5.14]
France,1996,Male,5.65 [5.51-5.78]
France,1996,Female,4.38 [4.26-4.49]
France,1995,Both sexes,5.35 [5.24-5.46]
France,1995,Male,6.02 [5.88-6.15]
France,1995,Female,4.64 [4.53-4.75]
France,1994,Both sexes,5.75 [5.63-5.86]
France,1994,Male,6.52 [6.38-6.66]
France,1994,Female,4.93 [4.82-5.05]
France,1993,Both sexes,6.2 [6.08-6.32]
France,1993,Male,7.05 [6.91-7.21]
France,1993,Female,5.3 [5.18-5.42]
France,1992,Both sexes,6.66 [6.52-6.81]
France,1992,Male,7.61 [7.44-7.8]
France,1992,Female,5.65 [5.51-5.79]
France,1991,Both sexes,7.06 [6.91-7.22]
France,1991,Male,8.07 [7.89-8.27]
France,1991,Female,6 [5.85-6.15]
France,1990,Both sexes,7.39 [7.24-7.55]
France,1990,Male,8.44 [8.26-8.63]
France,1990,Female,6.29 [6.14-6.44]
France,1989,Both sexes,7.65 [7.5-7.81]
France,1989,Male,8.75 [8.57-8.95]
France,1989,Female,6.5 [6.35-6.65]
France,1988,Both sexes,7.86 [7.72-8.02]
France,1988,Male,8.98 [8.8-9.18]
France,1988,Female,6.69 [6.54-6.84]
France,1987,Both sexes,8.06 [7.9-8.22]
France,1987,Male,9.2 [9-9.4]
France,1987,Female,6.86 [6.71-7.02]
France,1986,Both sexes,8.26 [8.1-8.43]
France,1986,Male,9.4 [9.2-9.6]
France,1986,Female,7.07 [6.92-7.24]
France,1985,Both sexes,8.51 [8.33-8.68]
France,1985,Male,9.65 [9.45-9.86]
France,1985,Female,7.3 [7.14-7.47]
France,1984,Both sexes,8.79 [8.61-8.96]
France,1984,Male,9.97 [9.75-10.18]
France,1984,Female,7.55 [7.38-7.72]
France,1983,Both sexes,9.11 [8.94-9.28]
France,1983,Male,10.33 [10.12-10.55]
France,1983,Female,7.82 [7.65-8]
France,1982,Both sexes,9.45 [9.27-9.65]
France,1982,Male,10.75 [10.52-10.98]
France,1982,Female,8.09 [7.91-8.28]
France,1981,Both sexes,9.79 [9.61-9.99]
France,1981,Male,11.16 [10.93-11.39]
France,1981,Female,8.36 [8.18-8.55]
France,1980,Both sexes,10.15 [9.95-10.34]
France,1980,Male,11.55 [11.31-11.78]
France,1980,Female,8.68 [8.49-8.87]
France,1979,Both sexes,10.54 [10.34-10.75]
France,1979,Male,11.96 [11.71-12.21]
France,1979,Female,9.06 [8.85-9.26]
France,1978,Both sexes,10.99 [10.79-11.2]
France,1978,Male,12.47 [12.21-12.72]
France,1978,Female,9.45 [9.25-9.65]
France,1977,Both sexes,11.46 [11.24-11.7]
France,1977,Male,13 [12.74-13.29]
France,1977,Female,9.84 [9.62-10.06]
France,1976,Both sexes,11.89 [11.67-12.13]
France,1976,Male,13.46 [13.19-13.76]
France,1976,Female,10.24 [10.03-10.48]
France,1975,Both sexes,12.3 [12.07-12.53]
France,1975,Male,13.88 [13.6-14.16]
France,1975,Female,10.64 [10.42-10.87]
France,1974,Both sexes,12.71 [12.46-12.96]
France,1974,Male,14.33 [14.02-14.63]
France,1974,Female,11 [10.77-11.25]
France,1973,Both sexes,13.15 [12.89-13.41]
France,1973,Male,14.79 [14.48-15.09]
France,1973,Female,11.43 [11.18-11.69]
France,1972,Both sexes,13.68 [13.4-13.96]
France,1972,Male,15.39 [15.05-15.72]
France,1972,Female,11.88 [11.61-12.16]
France,1971,Both sexes,14.33 [14.05-14.61]
France,1971,Male,16.12 [15.79-16.45]
France,1971,Female,12.44 [12.18-12.72]
France,1970,Both sexes,15.06 [14.77-15.36]
France,1970,Male,16.95 [16.61-17.31]
France,1970,Female,13.08 [12.79-13.37]
France,1969,Both sexes,15.78 [15.46-16.11]
France,1969,Male,17.76 [17.39-18.15]
France,1969,Female,13.7 [13.4-14.02]
France,1968,Both sexes,16.43 [16.13-16.76]
France,1968,Male,18.47 [18.11-18.86]
France,1968,Female,14.28 [13.99-14.6]
France,1967,Both sexes,17.06 [16.74-17.4]
France,1967,Male,19.24 [18.85-19.64]
France,1967,Female,14.78 [14.47-15.11]
France,1966,Both sexes,17.74 [17.4-18.1]
France,1966,Male,20.05 [19.64-20.46]
France,1966,Female,15.32 [15-15.64]
France,1965,Both sexes,18.5 [18.15-18.87]
France,1965,Male,20.88 [20.45-21.32]
France,1965,Female,16.01 [15.67-16.35]
France,1964,Both sexes,19.35 [18.96-19.74]
France,1964,Male,21.85 [21.39-22.32]
France,1964,Female,16.72 [16.36-17.08]
France,1963,Both sexes,20.28 [19.89-20.67]
France,1963,Male,22.91 [22.45-23.38]
France,1963,Female,17.51 [17.15-17.88]
France,1962,Both sexes,21.3 [20.88-21.73]
France,1962,Male,24.11 [23.61-24.61]
France,1962,Female,18.34 [17.97-18.74]
France,1961,Both sexes,22.41 [21.98-22.85]
France,1961,Male,25.3 [24.79-25.81]
France,1961,Female,19.38 [18.97-19.78]
France,1960,Both sexes,23.67 [23.19-24.13]
France,1960,Male,26.73 [26.17-27.26]
France,1960,Female,20.46 [20.03-20.9]
France,1959,Both sexes,25.17 [24.65-25.66]
France,1959,Male,28.38 [27.76-28.96]
France,1959,Female,21.79 [21.31-22.26]
France,1958,Both sexes,26.94 [26.42-27.45]
France,1958,Male,30.29 [29.68-30.9]
France,1958,Female,23.43 [22.95-23.92]
France,1957,Both sexes,28.95 [28.39-29.53]
France,1957,Male,32.52 [31.87-33.2]
France,1957,Female,25.2 [24.68-25.74]
France,1956,Both sexes,31.12 [30.54-31.74]
France,1956,Male,35.03 [34.35-35.76]
France,1956,Female,27.02 [26.47-27.61]
France,1955,Both sexes,33.45 [32.81-34.12]
France,1955,Male,37.56 [36.83-38.35]
France,1955,Female,29.13 [28.52-29.75]
France,1954,Both sexes,35.94 [35.24-36.67]
France,1954,Male,40.41 [39.59-41.27]
France,1954,Female,31.26 [30.59-31.94]
France,1953,Both sexes,38.62 [37.88-39.41]
France,1953,Male,43.48 [42.61-44.38]
France,1953,Female,33.53 [32.84-34.24]
France,1952,Both sexes,41.49 [40.66-42.36]
France,1952,Male,46.5 [45.52-47.46]
France,1952,Female,36.24 [35.49-37.03]
France,1951,Both sexes,44.51 [43.55-45.51]
France,1951,Male,49.98 [48.87-51.12]
France,1951,Female,38.77 [37.89-39.69]
France,1950,Both sexes,47.71 [46.15-49.31]
France,1950,Male,53.55 [51.76-55.36]
France,1950,Female,41.57 [40.17-42.99]
Gabon,2019,Both sexes,31.15 [20.57-45.54]
Gabon,2019,Male,34.67 [22.94-50.86]
Gabon,2019,Female,27.4 [18.03-40.12]
Gabon,2018,Both sexes,32.21 [22.02-45.69]
Gabon,2018,Male,35.86 [24.47-51.09]
Gabon,2018,Female,28.36 [19.26-40.32]
Gabon,2017,Both sexes,33.39 [23.58-46.07]
Gabon,2017,Male,37.17 [26.21-51.39]
Gabon,2017,Female,29.42 [20.63-40.6]
Gabon,2016,Both sexes,34.31 [24.9-45.84]
Gabon,2016,Male,38.09 [27.68-51.12]
Gabon,2016,Female,30.21 [21.87-40.55]
Gabon,2015,Both sexes,35.78 [26.84-46.51]
Gabon,2015,Male,39.72 [29.8-51.74]
Gabon,2015,Female,31.58 [23.58-41.04]
Gabon,2014,Both sexes,36.88 [28.53-46.58]
Gabon,2014,Male,40.98 [31.65-52.01]
Gabon,2014,Female,32.55 [25-41.29]
Gabon,2013,Both sexes,37.7 [29.9-46.48]
Gabon,2013,Male,41.86 [33.13-51.84]
Gabon,2013,Female,33.27 [26.18-41.2]
Gabon,2012,Both sexes,38.94 [31.67-46.93]
Gabon,2012,Male,43.25 [35.05-52.3]
Gabon,2012,Female,34.36 [27.72-41.64]
Gabon,2011,Both sexes,40.32 [33.49-47.74]
Gabon,2011,Male,44.77 [37.11-53.17]
Gabon,2011,Female,35.64 [29.36-42.37]
Gabon,2010,Both sexes,41.56 [35.27-48.47]
Gabon,2010,Male,46.11 [38.98-54.13]
Gabon,2010,Female,36.79 [30.97-43.16]
Gabon,2009,Both sexes,42.98 [36.97-49.56]
Gabon,2009,Male,47.69 [40.95-55.19]
Gabon,2009,Female,38.03 [32.54-44.08]
Gabon,2008,Both sexes,44.05 [38.36-50.44]
Gabon,2008,Male,48.9 [42.42-56.14]
Gabon,2008,Female,39.01 [33.72-44.82]
Gabon,2007,Both sexes,45.42 [39.75-51.74]
Gabon,2007,Male,50.38 [43.95-57.6]
Gabon,2007,Female,40.17 [34.96-46.02]
Gabon,2006,Both sexes,46.95 [41.23-53.45]
Gabon,2006,Male,52.03 [45.56-59.56]
Gabon,2006,Female,41.53 [36.2-47.65]
Gabon,2005,Both sexes,48.12 [42.36-54.99]
Gabon,2005,Male,53.33 [46.77-61.21]
Gabon,2005,Female,42.6 [37.22-48.94]
Gabon,2004,Both sexes,49.41 [43.58-56.62]
Gabon,2004,Male,54.77 [48.07-63.06]
Gabon,2004,Female,43.77 [38.31-50.47]
Gabon,2003,Both sexes,50.62 [44.72-58.05]
Gabon,2003,Male,56.09 [49.3-64.66]
Gabon,2003,Female,44.86 [39.39-51.92]
Gabon,2002,Both sexes,51.74 [45.83-59.42]
Gabon,2002,Male,57.36 [50.53-66.16]
Gabon,2002,Female,45.88 [40.27-53.03]
Gabon,2001,Both sexes,52.83 [46.86-60.77]
Gabon,2001,Male,58.56 [51.66-67.59]
Gabon,2001,Female,46.88 [41.15-54.23]
Gabon,2000,Both sexes,53.85 [47.76-61.84]
Gabon,2000,Male,59.68 [52.68-68.82]
Gabon,2000,Female,47.74 [41.96-55.07]
Gabon,1999,Both sexes,54.83 [48.68-62.71]
Gabon,1999,Male,60.77 [53.71-69.92]
Gabon,1999,Female,48.58 [42.67-55.82]
Gabon,1998,Both sexes,55.66 [49.37-63.52]
Gabon,1998,Male,61.67 [54.53-70.88]
Gabon,1998,Female,49.26 [43.26-56.57]
Gabon,1997,Both sexes,56.27 [49.86-64.2]
Gabon,1997,Male,62.43 [55.09-71.65]
Gabon,1997,Female,49.82 [43.74-57.13]
Gabon,1996,Both sexes,56.82 [50.28-64.83]
Gabon,1996,Male,63.01 [55.57-72.32]
Gabon,1996,Female,50.3 [44.17-57.52]
Gabon,1995,Both sexes,57.28 [50.62-65.46]
Gabon,1995,Male,63.54 [56.03-72.95]
Gabon,1995,Female,50.74 [44.46-58.11]
Gabon,1994,Both sexes,57.76 [50.97-66.02]
Gabon,1994,Male,64.05 [56.41-73.4]
Gabon,1994,Female,51.17 [44.82-58.69]
Gabon,1993,Both sexes,58.18 [51.35-66.51]
Gabon,1993,Male,64.51 [56.75-73.91]
Gabon,1993,Female,51.57 [45.13-59.1]
Gabon,1992,Both sexes,58.71 [51.7-67.01]
Gabon,1992,Male,64.99 [57.13-74.39]
Gabon,1992,Female,52.02 [45.48-59.67]
Gabon,1991,Both sexes,59.18 [52.01-67.42]
Gabon,1991,Male,65.54 [57.44-74.95]
Gabon,1991,Female,52.5 [45.83-60.17]
Gabon,1990,Both sexes,59.71 [52.4-68.02]
Gabon,1990,Male,66.07 [57.88-75.56]
Gabon,1990,Female,53.02 [46.19-60.71]
Gabon,1989,Both sexes,60.38 [52.82-68.87]
Gabon,1989,Male,66.77 [58.29-76.34]
Gabon,1989,Female,53.61 [46.58-61.49]
Gabon,1988,Both sexes,61.11 [53.26-69.94]
Gabon,1988,Male,67.58 [58.81-77.46]
Gabon,1988,Female,54.36 [47.09-62.59]
Gabon,1987,Both sexes,62.06 [53.88-71.23]
Gabon,1987,Male,68.53 [59.42-78.82]
Gabon,1987,Female,55.22 [47.7-63.77]
Gabon,1986,Both sexes,63.23 [54.69-72.74]
Gabon,1986,Male,69.78 [60.22-80.51]
Gabon,1986,Female,56.25 [48.36-65.15]
Gabon,1985,Both sexes,64.54 [55.74-74.49]
Gabon,1985,Male,71.24 [61.25-82.45]
Gabon,1985,Female,57.57 [49.34-66.81]
Gabon,1984,Both sexes,66.17 [56.92-76.63]
Gabon,1984,Male,72.9 [62.54-84.75]
Gabon,1984,Female,59.05 [50.53-68.75]
Gabon,1983,Both sexes,67.96 [58.18-78.87]
Gabon,1983,Male,74.82 [63.98-87.32]
Gabon,1983,Female,60.7 [51.87-70.94]
Gabon,1982,Both sexes,69.96 [59.73-81.8]
Gabon,1982,Male,76.85 [65.66-90.29]
Gabon,1982,Female,62.64 [53.2-73.37]
Gabon,1981,Both sexes,72.14 [61.3-85.03]
Gabon,1981,Male,79.2 [67.08-93.87]
Gabon,1981,Female,64.64 [54.59-76.44]
Gabon,1980,Both sexes,74.5 [62.6-88.73]
Gabon,1980,Male,81.74 [68.56-97.92]
Gabon,1980,Female,66.8 [55.9-79.82]
Gabon,1979,Both sexes,76.94 [63.93-93.23]
Gabon,1979,Male,84.3 [69.9-102.6]
Gabon,1979,Female,69.11 [57.14-84.11]
Gabon,1978,Both sexes,79.39 [65.07-98.75]
Gabon,1978,Male,86.94 [71-108.2]
Gabon,1978,Female,71.41 [58.2-88.97]
Gambia,2019,Both sexes,35.89 [31.65-40.44]
Gambia,2019,Male,39.89 [35.12-45.22]
Gambia,2019,Female,31.67 [27.67-35.97]
Gambia,2018,Both sexes,36.82 [32.8-41.07]
Gambia,2018,Male,40.91 [36.34-45.91]
Gambia,2018,Female,32.5 [28.62-36.62]
Gambia,2017,Both sexes,37.8 [33.91-41.84]
Gambia,2017,Male,41.95 [37.52-46.76]
Gambia,2017,Female,33.34 [29.63-37.34]
Gambia,2016,Both sexes,38.79 [35.04-42.64]
Gambia,2016,Male,43.05 [38.73-47.71]
Gambia,2016,Female,34.22 [30.64-38.09]
Gambia,2015,Both sexes,39.8 [36.2-43.55]
Gambia,2015,Male,44.17 [39.97-48.59]
Gambia,2015,Female,35.14 [31.67-38.94]
Gambia,2014,Both sexes,40.83 [37.34-44.51]
Gambia,2014,Male,45.32 [41.21-49.66]
Gambia,2014,Female,36.1 [32.67-39.79]
Gambia,2013,Both sexes,41.93 [38.47-45.58]
Gambia,2013,Male,46.51 [42.4-50.77]
Gambia,2013,Female,37.1 [33.67-40.77]
Gambia,2012,Both sexes,43.06 [39.61-46.66]
Gambia,2012,Male,47.73 [43.64-51.96]
Gambia,2012,Female,38.16 [34.7-41.76]
Gambia,2011,Both sexes,44.24 [40.81-47.78]
Gambia,2011,Male,49.01 [44.9-53.29]
Gambia,2011,Female,39.23 [35.76-42.86]
Gambia,2010,Both sexes,45.48 [42.04-49.02]
Gambia,2010,Male,50.33 [46.21-54.67]
Gambia,2010,Female,40.37 [36.92-44.01]
Gambia,2009,Both sexes,46.78 [43.34-50.33]
Gambia,2009,Male,51.7 [47.52-56.05]
Gambia,2009,Female,41.54 [38.03-45.19]
Gambia,2008,Both sexes,48.11 [44.71-51.73]
Gambia,2008,Male,53.17 [49-57.54]
Gambia,2008,Female,42.78 [39.28-46.56]
Gambia,2007,Both sexes,49.55 [46.13-53.15]
Gambia,2007,Male,54.7 [50.49-59.09]
Gambia,2007,Female,44.1 [40.57-47.9]
Gambia,2006,Both sexes,51.05 [47.58-54.65]
Gambia,2006,Male,56.34 [52.09-60.75]
Gambia,2006,Female,45.47 [41.89-49.36]
Gambia,2005,Both sexes,52.62 [49.09-56.25]
Gambia,2005,Male,58 [53.72-62.52]
Gambia,2005,Female,46.94 [43.26-50.94]
Gambia,2004,Both sexes,54.25 [50.69-57.96]
Gambia,2004,Male,59.77 [55.41-64.39]
Gambia,2004,Female,48.43 [44.74-52.5]
Gambia,2003,Both sexes,55.96 [52.31-59.79]
Gambia,2003,Male,61.55 [57.11-66.34]
Gambia,2003,Female,50.03 [46.3-54.2]
Gambia,2002,Both sexes,57.7 [53.98-61.65]
Gambia,2002,Male,63.4 [58.85-68.34]
Gambia,2002,Female,51.67 [47.83-55.94]
Gambia,2001,Both sexes,59.48 [55.68-63.56]
Gambia,2001,Male,65.31 [60.67-70.37]
Gambia,2001,Female,53.32 [49.38-57.79]
Gambia,2000,Both sexes,61.28 [57.38-65.5]
Gambia,2000,Male,67.25 [62.49-72.51]
Gambia,2000,Female,54.97 [50.88-59.54]
Gambia,1999,Both sexes,63.14 [59.16-67.53]
Gambia,1999,Male,69.25 [64.4-74.68]
Gambia,1999,Female,56.73 [52.44-61.4]
Gambia,1998,Both sexes,65.04 [60.94-69.6]
Gambia,1998,Male,71.29 [66.26-76.81]
Gambia,1998,Female,58.52 [54.13-63.37]
Gambia,1997,Both sexes,67.03 [62.79-71.71]
Gambia,1997,Male,73.35 [68.22-79.03]
Gambia,1997,Female,60.38 [55.79-65.39]
Gambia,1996,Both sexes,69.04 [64.64-73.9]
Gambia,1996,Male,75.52 [70.2-81.43]
Gambia,1996,Female,62.24 [57.6-67.39]
Gambia,1995,Both sexes,71.13 [66.51-76.19]
Gambia,1995,Male,77.75 [72.16-83.85]
Gambia,1995,Female,64.12 [59.23-69.57]
Gambia,1994,Both sexes,73.21 [68.34-78.53]
Gambia,1994,Male,79.99 [74.14-86.41]
Gambia,1994,Female,66.05 [60.87-71.7]
Gambia,1993,Both sexes,75.31 [70.19-80.95]
Gambia,1993,Male,82.28 [76.06-89.14]
Gambia,1993,Female,67.96 [62.53-73.89]
Gambia,1992,Both sexes,77.39 [71.99-83.46]
Gambia,1992,Male,84.55 [78.05-91.81]
Gambia,1992,Female,69.85 [64.1-76.12]
Gambia,1991,Both sexes,79.46 [73.73-85.94]
Gambia,1991,Male,86.78 [80.06-94.54]
Gambia,1991,Female,71.73 [65.79-78.38]
Gambia,1990,Both sexes,81.55 [75.49-88.44]
Gambia,1990,Male,89.05 [81.95-97.14]
Gambia,1990,Female,73.71 [67.46-80.72]
Gambia,1989,Both sexes,83.69 [77.31-91.02]
Gambia,1989,Male,91.3 [83.89-99.92]
Gambia,1989,Female,75.74 [69.15-83.05]
Gambia,1988,Both sexes,85.94 [79.14-93.83]
Gambia,1988,Male,93.64 [85.84-102.8]
Gambia,1988,Female,77.79 [70.84-85.66]
Gambia,1987,Both sexes,88.26 [81.07-96.69]
Gambia,1987,Male,96.08 [87.84-105.9]
Gambia,1987,Female,79.99 [72.68-88.34]
Gambia,1986,Both sexes,90.6 [83.09-99.61]
Gambia,1986,Male,98.63 [89.97-109.1]
Gambia,1986,Female,82.23 [74.6-91.25]
Gambia,1985,Both sexes,93.06 [85.21-102.8]
Gambia,1985,Male,101.2 [92.18-112.4]
Gambia,1985,Female,84.5 [76.49-94.18]
Gambia,1984,Both sexes,95.55 [87.3-106]
Gambia,1984,Male,103.8 [94.31-115.6]
Gambia,1984,Female,86.86 [78.47-97.26]
Gambia,1983,Both sexes,98.03 [89.25-109.2]
Gambia,1983,Male,106.4 [96.37-119]
Gambia,1983,Female,89.17 [80.36-100.2]
Gambia,1982,Both sexes,100.4 [91.28-112.4]
Gambia,1982,Male,109 [98.48-122.5]
Gambia,1982,Female,91.48 [82.31-103.3]
Gambia,1981,Both sexes,102.8 [93.27-115.4]
Gambia,1981,Male,111.5 [100.5-125.8]
Gambia,1981,Female,93.7 [84.24-106.1]
Gambia,1980,Both sexes,105.1 [95.24-118.2]
Gambia,1980,Male,113.9 [102.5-128.8]
Gambia,1980,Female,95.91 [86.09-108.8]
Gambia,1979,Both sexes,107.4 [97.12-120.9]
Gambia,1979,Male,116.3 [104.5-131.6]
Gambia,1979,Female,98.05 [87.91-111.3]
Gambia,1978,Both sexes,109.7 [99.12-123.6]
Gambia,1978,Male,118.7 [106.5-134.4]
Gambia,1978,Female,100.2 [89.86-113.8]
Gambia,1977,Both sexes,112 [101.2-126.2]
Gambia,1977,Male,121.1 [108.6-137.1]
Gambia,1977,Female,102.5 [91.73-116.3]
Gambia,1976,Both sexes,114.4 [103.4-128.8]
Gambia,1976,Male,123.6 [110.9-139.8]
Gambia,1976,Female,104.7 [93.56-118.8]
Gambia,1975,Both sexes,116.8 [105.5-131.1]
Gambia,1975,Male,126.1 [113.2-142.6]
Gambia,1975,Female,107 [95.5-121.2]
Gambia,1974,Both sexes,119.2 [107.8-133.7]
Gambia,1974,Male,128.7 [115.5-145.4]
Gambia,1974,Female,109.3 [97.6-123.7]
Gambia,1973,Both sexes,121.7 [109.9-136.4]
Gambia,1973,Male,131.3 [118-148.2]
Gambia,1973,Female,111.6 [99.61-126.1]
Gambia,1972,Both sexes,124.1 [112.1-139]
Gambia,1972,Male,133.8 [120.1-150.9]
Gambia,1972,Female,113.9 [101.7-128.7]
Gambia,1971,Both sexes,126.5 [114.3-141.6]
Gambia,1971,Male,136.3 [122.2-153.3]
Gambia,1971,Female,116.2 [103.7-131.1]
Gambia,1970,Both sexes,128.9 [116.4-144.1]
Gambia,1970,Male,138.7 [124.3-155.9]
Gambia,1970,Female,118.4 [105.7-133.5]
Gambia,1969,Both sexes,131.2 [118.4-146.3]
Gambia,1969,Male,141.2 [126.5-158.2]
Gambia,1969,Female,120.6 [107.6-135.8]
Gambia,1968,Both sexes,133.6 [120.3-148.3]
Gambia,1968,Male,143.6 [128.4-160.5]
Gambia,1968,Female,122.8 [109.6-137.9]
Gambia,1967,Both sexes,135.8 [122.3-150.6]
Gambia,1967,Male,146.1 [130.7-163.1]
Gambia,1967,Female,124.9 [111.4-140.1]
Gambia,1966,Both sexes,138.1 [124.4-152.9]
Gambia,1966,Male,148.4 [132.8-165.6]
Gambia,1966,Female,127.1 [113.4-142.4]
Gambia,1965,Both sexes,140.4 [126.5-155.5]
Gambia,1965,Male,150.9 [134.9-168.2]
Gambia,1965,Female,129.3 [115-144.8]
Gambia,1964,Both sexes,142.8 [128.2-158.2]
Gambia,1964,Male,153.4 [136.9-171.1]
Gambia,1964,Female,131.6 [116.9-147.4]
Gambia,1963,Both sexes,145.2 [129.6-161.6]
Gambia,1963,Male,155.9 [138.6-174.7]
Gambia,1963,Female,133.7 [118.3-150.4]
Gambia,1962,Both sexes,147.5 [131.3-165.4]
Gambia,1962,Male,158.4 [140.1-178.5]
Gambia,1962,Female,135.9 [119.6-153.8]
Gambia,1961,Both sexes,149.9 [132.4-169.6]
Gambia,1961,Male,160.9 [141.5-183.2]
Gambia,1961,Female,138.2 [120.9-157.6]
Gambia,1960,Both sexes,152.5 [133.3-174.3]
Gambia,1960,Male,163.5 [142.4-187.9]
Gambia,1960,Female,140.4 [121.9-161.9]
Gambia,1959,Both sexes,155.1 [133.7-179.7]
Gambia,1959,Male,166.5 [142.8-193.5]
Gambia,1959,Female,142.9 [122.4-166.6]
Gambia,1958,Both sexes,157.8 [134-185.3]
Gambia,1958,Male,169.3 [143.1-200]
Gambia,1958,Female,145.5 [122.6-172]
Gambia,1957,Both sexes,160.5 [133.6-191.7]
Gambia,1957,Male,172.2 [142.9-207.2]
Gambia,1957,Female,148.1 [122.5-178.1]
Gambia,1956,Both sexes,163.3 [133.3-198.8]
Gambia,1956,Male,175.1 [142.6-214.6]
Gambia,1956,Female,150.7 [122.2-184.9]
Georgia,2019,Both sexes,8.53 [7.33-10.05]
Georgia,2019,Male,9.49 [8.12-11.25]
Georgia,2019,Female,7.5 [6.39-8.93]
Georgia,2018,Both sexes,8.72 [7.76-9.84]
Georgia,2018,Male,9.73 [8.62-11.04]
Georgia,2018,Female,7.65 [6.74-8.73]
Georgia,2017,Both sexes,8.9 [8.15-9.72]
Georgia,2017,Male,9.94 [9.03-10.95]
Georgia,2017,Female,7.81 [7.06-8.64]
Georgia,2016,Both sexes,9.1 [8.48-9.78]
Georgia,2016,Male,10.16 [9.37-11.03]
Georgia,2016,Female,7.99 [7.32-8.71]
Georgia,2015,Both sexes,9.36 [8.76-9.99]
Georgia,2015,Male,10.45 [9.67-11.28]
Georgia,2015,Female,8.2 [7.55-8.9]
Georgia,2014,Both sexes,9.71 [9.06-10.36]
Georgia,2014,Male,10.87 [10.03-11.72]
Georgia,2014,Female,8.49 [7.79-9.21]
Georgia,2013,Both sexes,10.19 [9.49-10.89]
Georgia,2013,Male,11.39 [10.53-12.32]
Georgia,2013,Female,8.91 [8.16-9.67]
Georgia,2012,Both sexes,10.82 [10.06-11.59]
Georgia,2012,Male,12.12 [11.2-13.12]
Georgia,2012,Female,9.44 [8.64-10.26]
Georgia,2011,Both sexes,11.63 [10.84-12.47]
Georgia,2011,Male,13.06 [12.08-14.14]
Georgia,2011,Female,10.13 [9.3-11.02]
Georgia,2010,Both sexes,12.66 [11.83-13.56]
Georgia,2010,Male,14.23 [13.18-15.39]
Georgia,2010,Female,11 [10.12-11.98]
Georgia,2009,Both sexes,13.9 [13.04-14.95]
Georgia,2009,Male,15.65 [14.53-16.97]
Georgia,2009,Female,12.07 [11.11-13.17]
Georgia,2008,Both sexes,15.36 [14.45-16.68]
Georgia,2008,Male,17.31 [16.11-18.9]
Georgia,2008,Female,13.34 [12.3-14.66]
Georgia,2007,Both sexes,17.06 [15.98-18.76]
Georgia,2007,Male,19.24 [17.85-21.25]
Georgia,2007,Female,14.81 [13.6-16.45]
Georgia,2006,Both sexes,18.94 [17.63-21.13]
