Location,Period,Dimension,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births)
Myanmar,1989,Male,90.59 [83.21-98.89]
Myanmar,1989,Female,74.6 [68.24-81.8]
Myanmar,1988,Both sexes,84.38 [77.72-91.83]
Myanmar,1988,Male,92.24 [84.54-100.9]
Myanmar,1988,Female,76.01 [69.42-83.49]
Myanmar,1987,Both sexes,85.86 [78.8-93.62]
Myanmar,1987,Male,93.85 [85.71-102.8]
Myanmar,1987,Female,77.41 [70.49-85.17]
Myanmar,1986,Both sexes,87.37 [79.79-95.52]
Myanmar,1986,Male,95.5 [86.88-104.8]
Myanmar,1986,Female,78.8 [71.53-86.97]
Myanmar,1985,Both sexes,88.82 [80.9-97.46]
Myanmar,1985,Male,96.99 [87.99-106.8]
Myanmar,1985,Female,80.17 [72.48-88.75]
Myanmar,1984,Both sexes,90.26 [81.82-99.42]
Myanmar,1984,Male,98.61 [89.01-108.9]
Myanmar,1984,Female,81.52 [73.33-90.64]
Myanmar,1983,Both sexes,91.85 [82.85-101.5]
Myanmar,1983,Male,100.3 [90.22-111]
Myanmar,1983,Female,82.98 [74.31-92.55]
Myanmar,1982,Both sexes,93.55 [83.95-103.8]
Myanmar,1982,Male,102 [91.29-113.4]
Myanmar,1982,Female,84.61 [75.29-94.62]
Myanmar,1981,Both sexes,95.31 [84.93-106.2]
Myanmar,1981,Male,103.8 [92.43-116.1]
Myanmar,1981,Female,86.22 [76.35-96.72]
Myanmar,1980,Both sexes,97.16 [86.07-108.6]
Myanmar,1980,Male,105.8 [93.63-119]
Myanmar,1980,Female,87.99 [77.58-99.07]
Myanmar,1979,Both sexes,99.12 [87.45-111.3]
Myanmar,1979,Male,107.9 [94.96-121.6]
Myanmar,1979,Female,89.83 [78.82-101.5]
Myanmar,1978,Both sexes,101.1 [88.76-114]
Myanmar,1978,Male,110 [96.24-124.5]
Myanmar,1978,Female,91.8 [80.09-104.2]
Myanmar,1977,Both sexes,103.2 [90.17-117.2]
Myanmar,1977,Male,112.3 [97.64-127.6]
Myanmar,1977,Female,93.78 [81.36-106.9]
Myanmar,1976,Both sexes,105.5 [91.49-120.4]
Myanmar,1976,Male,114.5 [98.97-130.9]
Myanmar,1976,Female,95.84 [82.63-110.1]
Myanmar,1975,Both sexes,107.6 [92.72-123.7]
Myanmar,1975,Male,116.8 [100.4-134.4]
Myanmar,1975,Female,97.87 [83.76-113.3]
Myanmar,1974,Both sexes,109.8 [93.78-127.4]
Myanmar,1974,Male,119.1 [101.5-138.4]
Myanmar,1974,Female,99.89 [84.87-116.7]
Myanmar,1973,Both sexes,111.9 [94.8-131.2]
Myanmar,1973,Male,121.3 [102.4-142.5]
Myanmar,1973,Female,101.9 [85.84-120.4]
Myanmar,1972,Both sexes,113.9 [95.6-135.2]
Myanmar,1972,Male,123.5 [103.2-147]
Myanmar,1972,Female,103.9 [86.84-124.1]
Myanmar,1971,Both sexes,116 [96.28-139.5]
Myanmar,1971,Male,125.7 [103.8-151.6]
Myanmar,1971,Female,105.9 [87.52-128]
Myanmar,1970,Both sexes,118 [96.73-144.2]
Myanmar,1970,Male,127.8 [104.3-156.3]
Myanmar,1970,Female,107.9 [87.93-132.1]
Myanmar,1969,Both sexes,120 [96.96-148.7]
Myanmar,1969,Male,130 [104.5-161.4]
Myanmar,1969,Female,109.9 [88.16-136.5]
Myanmar,1968,Both sexes,122.1 [97.03-153.7]
Myanmar,1968,Male,132 [104.5-166.7]
Myanmar,1968,Female,111.7 [88.33-141.7]
Namibia,2019,Both sexes,30.73 [18.92-49.98]
Namibia,2019,Male,33.82 [20.79-54.83]
Namibia,2019,Female,27.57 [16.99-44.82]
Namibia,2018,Both sexes,31.16 [19.9-49.18]
Namibia,2018,Male,34.28 [21.9-54.01]
Namibia,2018,Female,27.89 [17.82-44.17]
Namibia,2017,Both sexes,31.75 [21.11-48.51]
Namibia,2017,Male,34.89 [23.08-53.42]
Namibia,2017,Female,28.46 [18.88-43.68]
Namibia,2016,Both sexes,32.56 [22.31-48.4]
Namibia,2016,Male,35.72 [24.52-53.01]
Namibia,2016,Female,29.14 [20.04-43.46]
Namibia,2015,Both sexes,33.34 [23.81-47.81]
Namibia,2015,Male,36.61 [26.07-52.69]
Namibia,2015,Female,29.86 [21.32-42.96]
Namibia,2014,Both sexes,34.31 [25.36-47.69]
Namibia,2014,Male,37.63 [27.71-52.36]
Namibia,2014,Female,30.75 [22.72-42.85]
Namibia,2013,Both sexes,36.34 [27.72-48.61]
Namibia,2013,Male,39.88 [30.32-53.49]
Namibia,2013,Female,32.64 [24.84-43.88]
Namibia,2012,Both sexes,37.93 [29.84-48.85]
Namibia,2012,Male,41.54 [32.58-53.71]
Namibia,2012,Female,34.1 [26.74-44.07]
Namibia,2011,Both sexes,36.89 [29.95-45.83]
Namibia,2011,Male,40.42 [32.76-50.35]
Namibia,2011,Female,33.18 [26.79-41.26]
Namibia,2010,Both sexes,36.33 [30.49-43.48]
Namibia,2010,Male,39.87 [33.34-47.75]
Namibia,2010,Female,32.67 [27.23-39.29]
Namibia,2009,Both sexes,37.59 [32.44-43.73]
Namibia,2009,Male,41.19 [35.35-48.05]
Namibia,2009,Female,33.83 [29.02-39.52]
Namibia,2008,Both sexes,37.02 [32.52-42.08]
Namibia,2008,Male,40.55 [35.46-46.37]
Namibia,2008,Female,33.25 [29.16-38.02]
Namibia,2007,Both sexes,37.01 [33.11-41.41]
Namibia,2007,Male,40.54 [36.11-45.6]
Namibia,2007,Female,33.25 [29.68-37.36]
Namibia,2006,Both sexes,37.93 [34.28-41.92]
Namibia,2006,Male,41.52 [37.4-46.21]
Namibia,2006,Female,34.12 [30.64-37.94]
Namibia,2005,Both sexes,39.86 [36.16-43.85]
Namibia,2005,Male,43.57 [39.4-48.19]
Namibia,2005,Female,35.92 [32.34-39.74]
Namibia,2004,Both sexes,42.82 [38.93-47.01]
Namibia,2004,Male,46.75 [42.28-51.67]
Namibia,2004,Female,38.64 [34.82-42.77]
Namibia,2003,Both sexes,43.43 [39.54-47.72]
Namibia,2003,Male,47.45 [43.04-52.34]
Namibia,2003,Female,39.18 [35.45-43.37]
Namibia,2002,Both sexes,43.63 [39.87-47.99]
Namibia,2002,Male,47.66 [43.3-52.56]
Namibia,2002,Female,39.42 [35.72-43.61]
Namibia,2001,Both sexes,44.18 [40.44-48.56]
Namibia,2001,Male,48.23 [43.85-53.19]
Namibia,2001,Female,39.92 [36.3-44.11]
Namibia,2000,Both sexes,44.89 [41.08-49.33]
Namibia,2000,Male,48.98 [44.55-54.11]
Namibia,2000,Female,40.57 [36.92-44.86]
Namibia,1999,Both sexes,45.61 [41.63-50.14]
Namibia,1999,Male,49.78 [45.16-54.95]
Namibia,1999,Female,41.25 [37.5-45.64]
Namibia,1998,Both sexes,46.18 [42.02-50.76]
Namibia,1998,Male,50.34 [45.54-55.55]
Namibia,1998,Female,41.75 [37.82-46.22]
Namibia,1997,Both sexes,46.41 [42.18-51.08]
Namibia,1997,Male,50.6 [45.71-55.94]
Namibia,1997,Female,42.04 [38.02-46.59]
Namibia,1996,Both sexes,46.43 [42.25-51.19]
Namibia,1996,Male,50.58 [45.73-55.92]
Namibia,1996,Female,42.08 [38.03-46.67]
Namibia,1995,Both sexes,46.33 [42.21-50.98]
Namibia,1995,Male,50.42 [45.72-55.68]
Namibia,1995,Female,41.99 [38.06-46.45]
Namibia,1994,Both sexes,46.2 [42.26-50.81]
Namibia,1994,Male,50.32 [45.83-55.46]
Namibia,1994,Female,41.92 [38.12-46.3]
Namibia,1993,Both sexes,46.33 [42.55-50.71]
Namibia,1993,Male,50.37 [46.09-55.37]
Namibia,1993,Female,42.04 [38.31-46.23]
Namibia,1992,Both sexes,46.79 [43.1-51.01]
Namibia,1992,Male,50.89 [46.72-55.71]
Namibia,1992,Female,42.49 [38.89-46.53]
Namibia,1991,Both sexes,47.66 [44.04-51.74]
Namibia,1991,Male,51.77 [47.62-56.5]
Namibia,1991,Female,43.27 [39.71-47.32]
Namibia,1990,Both sexes,48.7 [45.09-52.88]
Namibia,1990,Male,52.89 [48.74-57.73]
Namibia,1990,Female,44.28 [40.75-48.4]
Namibia,1989,Both sexes,50.04 [46.23-54.33]
Namibia,1989,Male,54.29 [49.93-59.28]
Namibia,1989,Female,45.52 [41.83-49.79]
Namibia,1988,Both sexes,51.64 [47.66-56.12]
Namibia,1988,Male,55.97 [51.36-61.07]
Namibia,1988,Female,47.05 [43.14-51.43]
Namibia,1987,Both sexes,53.35 [49.2-58.05]
Namibia,1987,Male,57.82 [53.03-63.16]
Namibia,1987,Female,48.64 [44.57-53.26]
Namibia,1986,Both sexes,55.26 [50.83-60.21]
Namibia,1986,Male,59.83 [54.79-65.55]
Namibia,1986,Female,50.43 [46.13-55.43]
Namibia,1985,Both sexes,57.3 [52.59-62.62]
Namibia,1985,Male,61.99 [56.67-68.09]
Namibia,1985,Female,52.37 [47.78-57.66]
Namibia,1984,Both sexes,59.4 [54.32-65.12]
Namibia,1984,Male,64.18 [58.42-70.6]
Namibia,1984,Female,54.31 [49.43-59.93]
Namibia,1983,Both sexes,61.34 [55.94-67.32]
Namibia,1983,Male,66.18 [60.13-72.93]
Namibia,1983,Female,56.14 [50.94-62.02]
Namibia,1982,Both sexes,62.97 [57.28-69.21]
Namibia,1982,Male,67.89 [61.49-74.85]
Namibia,1982,Female,57.69 [52.23-63.9]
Namibia,1981,Both sexes,64.14 [58.3-70.7]
Namibia,1981,Male,69.14 [62.59-76.64]
Namibia,1981,Female,58.81 [53.14-65.36]
Namibia,1980,Both sexes,64.94 [58.91-71.83]
Namibia,1980,Male,69.97 [63.15-77.66]
Namibia,1980,Female,59.61 [53.75-66.39]
Namibia,1979,Both sexes,65.27 [58.89-72.56]
Namibia,1979,Male,70.33 [63.19-78.41]
Namibia,1979,Female,59.97 [53.77-66.97]
Namibia,1978,Both sexes,65.24 [58.57-72.82]
Namibia,1978,Male,70.32 [62.83-78.8]
Namibia,1978,Female,59.98 [53.49-67.16]
Namibia,1977,Both sexes,64.95 [57.96-72.89]
Namibia,1977,Male,69.96 [62.14-78.94]
Namibia,1977,Female,59.71 [52.91-67.19]
Namibia,1976,Both sexes,64.53 [57.21-72.75]
Namibia,1976,Male,69.53 [61.3-78.76]
Namibia,1976,Female,59.31 [52.18-67.15]
Namibia,1975,Both sexes,64.05 [56.42-72.72]
Namibia,1975,Male,68.92 [60.44-78.67]
Namibia,1975,Female,58.86 [51.61-67.17]
Namibia,1974,Both sexes,63.56 [55.72-72.63]
Namibia,1974,Male,68.37 [59.76-78.56]
Namibia,1974,Female,58.43 [50.85-67.22]
Namibia,1973,Both sexes,63.12 [55.1-72.69]
Namibia,1973,Male,67.99 [59.11-78.56]
Namibia,1973,Female,57.96 [50.31-67.06]
Namibia,1972,Both sexes,62.77 [54.4-72.75]
Namibia,1972,Male,67.62 [58.36-78.56]
Namibia,1972,Female,57.67 [49.72-67.2]
Namibia,1971,Both sexes,62.45 [53.71-73.17]
Namibia,1971,Male,67.38 [57.69-78.93]
Namibia,1971,Female,57.34 [49.07-67.33]
Namibia,1970,Both sexes,62.27 [53.06-73.66]
Namibia,1970,Male,67.11 [56.81-79.73]
Namibia,1970,Female,57.16 [48.39-67.88]
Namibia,1969,Both sexes,61.98 [51.96-74.65]
Namibia,1969,Male,66.81 [55.68-80.59]
Namibia,1969,Female,56.92 [47.54-68.69]
Namibia,1968,Both sexes,61.77 [50.66-76.16]
Namibia,1968,Male,66.59 [54.38-82.2]
Namibia,1968,Female,56.79 [46.35-70.11]
Namibia,1967,Both sexes,61.52 [48.92-78.67]
Namibia,1967,Male,66.35 [52.59-84.93]
Namibia,1967,Female,56.45 [44.78-72.24]
Nauru,2019,Both sexes,25.7 [14.59-43.34]
Nauru,2019,Male,28.4 [16.15-47.64]
Nauru,2019,Female,22.86 [12.99-38.39]
Nauru,2018,Both sexes,26.43 [15.52-43.37]
Nauru,2018,Male,29.16 [17.11-47.79]
Nauru,2018,Female,23.52 [13.8-38.78]
Nauru,2017,Both sexes,27.23 [16.45-43.28]
Nauru,2017,Male,30.01 [18.11-47.87]
Nauru,2017,Female,24.26 [14.57-38.6]
Nauru,2016,Both sexes,27.96 [17.41-43.08]
Nauru,2016,Male,30.83 [19.19-47.65]
Nauru,2016,Female,24.98 [15.47-38.71]
Nauru,2015,Both sexes,28.7 [18.39-43.12]
Nauru,2015,Male,31.66 [20.23-47.68]
Nauru,2015,Female,25.64 [16.32-38.52]
Nauru,2014,Both sexes,29.39 [19.4-42.89]
Nauru,2014,Male,32.44 [21.4-47.34]
Nauru,2014,Female,26.3 [17.25-38.28]
Nauru,2013,Both sexes,30.09 [20.44-42.59]
Nauru,2013,Male,33.16 [22.55-47.09]
Nauru,2013,Female,26.9 [18.11-38.09]
Nauru,2012,Both sexes,30.74 [21.47-42.18]
Nauru,2012,Male,33.85 [23.6-46.78]
Nauru,2012,Female,27.47 [19.1-37.86]
Nauru,2011,Both sexes,31.3 [22.48-41.79]
Nauru,2011,Male,34.41 [24.72-46.19]
Nauru,2011,Female,27.93 [20.06-37.4]
Nauru,2010,Both sexes,31.67 [23.48-41.14]
Nauru,2010,Male,34.85 [25.72-45.59]
Nauru,2010,Female,28.31 [20.87-36.97]
Nauru,2009,Both sexes,31.95 [24.35-40.43]
Nauru,2009,Male,35.1 [26.69-44.74]
Nauru,2009,Female,28.53 [21.61-36.4]
Nauru,2008,Both sexes,31.96 [25.06-39.58]
Nauru,2008,Male,35.15 [27.52-43.73]
Nauru,2008,Female,28.56 [22.2-35.67]
Nauru,2007,Both sexes,31.8 [25.68-38.53]
Nauru,2007,Male,34.99 [28.18-42.59]
Nauru,2007,Female,28.38 [22.73-34.75]
Nauru,2006,Both sexes,31.57 [26.22-37.5]
Nauru,2006,Male,34.74 [28.73-41.43]
Nauru,2006,Female,28.19 [23.28-33.79]
Nauru,2005,Both sexes,31.47 [26.73-36.71]
Nauru,2005,Male,34.63 [29.2-40.56]
Nauru,2005,Female,28.11 [23.69-33.03]
Nauru,2004,Both sexes,31.51 [27.16-36.27]
Nauru,2004,Male,34.67 [29.66-40.2]
Nauru,2004,Female,28.14 [24.08-32.64]
Nauru,2003,Both sexes,31.77 [27.65-36.28]
Nauru,2003,Male,34.96 [30.19-40.22]
Nauru,2003,Female,28.34 [24.47-32.74]
Nauru,2002,Both sexes,32.16 [28.11-36.66]
Nauru,2002,Male,35.41 [30.71-40.66]
Nauru,2002,Female,28.73 [24.95-33.11]
Nauru,2001,Both sexes,32.76 [28.63-37.4]
Nauru,2001,Male,36.03 [31.25-41.42]
Nauru,2001,Female,29.3 [25.37-33.74]
Nauru,2000,Both sexes,33.5 [29.16-38.46]
Nauru,2000,Male,36.82 [31.82-42.55]
Nauru,2000,Female,29.97 [25.81-34.61]
Nauru,1999,Both sexes,34.38 [29.7-39.8]
Nauru,1999,Male,37.79 [32.47-44.06]
Nauru,1999,Female,30.76 [26.32-35.84]
Nauru,1998,Both sexes,35.39 [30.19-41.45]
Nauru,1998,Male,38.87 [32.97-45.82]
Nauru,1998,Female,31.67 [26.76-37.32]
Nauru,1997,Both sexes,36.48 [30.65-43.6]
Nauru,1997,Male,40.07 [33.42-48.06]
Nauru,1997,Female,32.71 [27.19-39.23]
Nauru,1996,Both sexes,37.72 [30.88-46.07]
Nauru,1996,Male,41.39 [33.74-50.66]
Nauru,1996,Female,33.83 [27.47-41.51]
Nauru,1995,Both sexes,38.98 [31.02-48.88]
Nauru,1995,Male,42.73 [33.94-53.71]
Nauru,1995,Female,34.96 [27.61-44.15]
Nauru,1994,Both sexes,40.31 [30.98-52.14]
Nauru,1994,Male,44.18 [33.89-57.41]
Nauru,1994,Female,36.24 [27.62-46.99]
Nauru,1993,Both sexes,41.73 [30.82-55.8]
Nauru,1993,Male,45.64 [33.65-61.51]
Nauru,1993,Female,37.57 [27.56-50.5]
Nauru,1992,Both sexes,43.28 [30.53-60.41]
Nauru,1992,Male,47.24 [33.38-66.14]
Nauru,1992,Female,38.92 [27.43-54.55]
Nauru,1991,Both sexes,44.84 [30.08-65.48]
Nauru,1991,Male,48.94 [32.93-71.96]
Nauru,1991,Female,40.41 [27.08-59.23]
Nauru,1990,Both sexes,46.51 [29.67-71.44]
Nauru,1990,Male,50.76 [32.46-78.2]
Nauru,1990,Female,41.88 [26.67-64.57]
Nauru,1989,Both sexes,48.16 [29.19-78.44]
Nauru,1989,Male,52.57 [31.95-85.59]
Nauru,1989,Female,43.46 [26.34-70.87]
Nauru,1988,Both sexes,49.83 [28.66-86.27]
Nauru,1988,Male,54.39 [31.26-94.1]
Nauru,1988,Female,45.14 [25.86-78.16]
Nauru,1987,Both sexes,51.58 [28.17-95.39]
Nauru,1987,Male,56.15 [30.5-104.1]
Nauru,1987,Female,46.78 [25.34-86.74]
Nauru,1986,Both sexes,53.4 [27.39-105.2]
Nauru,1986,Male,58.13 [29.69-115]
Nauru,1986,Female,48.52 [24.82-95.9]
Nauru,1985,Both sexes,55.52 [26.58-116.9]
Nauru,1985,Male,60.25 [28.89-127.1]
Nauru,1985,Female,50.41 [24.18-106.4]
Nepal,2019,Both sexes,25.62 [20.02-32.9]
Nepal,2019,Male,27.77 [21.68-35.8]
Nepal,2019,Female,23.29 [18.21-30.04]
Nepal,2018,Both sexes,26.49 [21.38-32.9]
Nepal,2018,Male,28.75 [23.09-35.86]
Nepal,2018,Female,24.09 [19.41-30.1]
Nepal,2017,Both sexes,27.45 [22.7-33.22]
Nepal,2017,Male,29.72 [24.52-36.11]
Nepal,2017,Female,25.03 [20.65-30.42]
Nepal,2016,Both sexes,28.51 [24.13-33.61]
Nepal,2016,Male,30.89 [26.08-36.51]
Nepal,2016,Female,26 [21.94-30.75]
Nepal,2015,Both sexes,29.68 [25.65-34.24]
Nepal,2015,Male,32.07 [27.64-37.18]
Nepal,2015,Female,27.09 [23.37-31.36]
Nepal,2014,Both sexes,30.93 [27.16-35.16]
Nepal,2014,Male,33.42 [29.22-38.12]
Nepal,2014,Female,28.29 [24.77-32.28]
Nepal,2013,Both sexes,32.33 [28.79-36.31]
Nepal,2013,Male,34.92 [30.94-39.3]
Nepal,2013,Female,29.61 [26.25-33.35]
Nepal,2012,Both sexes,33.85 [30.48-37.56]
Nepal,2012,Male,36.49 [32.71-40.67]
Nepal,2012,Female,31.03 [27.79-34.61]
Nepal,2011,Both sexes,35.46 [32.23-39]
Nepal,2011,Male,38.2 [34.58-42.18]
Nepal,2011,Female,32.57 [29.4-36.03]
Nepal,2010,Both sexes,37.15 [33.99-40.58]
Nepal,2010,Male,40 [36.46-43.85]
Nepal,2010,Female,34.13 [31.05-37.45]
Nepal,2009,Both sexes,38.92 [35.83-42.25]
Nepal,2009,Male,41.87 [38.41-45.59]
Nepal,2009,Female,35.79 [32.75-39.06]
Nepal,2008,Both sexes,40.76 [37.73-44]
Nepal,2008,Male,43.83 [40.42-47.54]
Nepal,2008,Female,37.54 [34.49-40.76]
Nepal,2007,Both sexes,42.72 [39.7-45.94]
Nepal,2007,Male,45.87 [42.47-49.56]
Nepal,2007,Female,39.41 [36.37-42.66]
Nepal,2006,Both sexes,44.81 [41.75-48.01]
Nepal,2006,Male,48.06 [44.6-51.68]
Nepal,2006,Female,41.41 [38.35-44.67]
Nepal,2005,Both sexes,47.01 [43.93-50.17]
Nepal,2005,Male,50.33 [46.83-53.98]
Nepal,2005,Female,43.52 [40.43-46.78]
Nepal,2004,Both sexes,49.31 [46.21-52.53]
Nepal,2004,Male,52.73 [49.26-56.37]
Nepal,2004,Female,45.74 [42.61-49.09]
Nepal,2003,Both sexes,51.72 [48.7-55.01]
Nepal,2003,Male,55.23 [51.74-58.93]
Nepal,2003,Female,48.09 [44.94-51.47]
Nepal,2002,Both sexes,54.27 [51.18-57.69]
Nepal,2002,Male,57.93 [54.43-61.73]
Nepal,2002,Female,50.47 [47.28-53.97]
Nepal,2001,Both sexes,56.99 [53.81-60.49]
Nepal,2001,Male,60.77 [57.17-64.71]
Nepal,2001,Female,53.04 [49.77-56.67]
Nepal,2000,Both sexes,59.89 [56.54-63.57]
Nepal,2000,Male,63.77 [60.05-67.86]
Nepal,2000,Female,55.81 [52.38-59.56]
Nepal,1999,Both sexes,62.96 [59.43-66.73]
Nepal,1999,Male,67 [63.06-71.22]
Nepal,1999,Female,58.7 [55.12-62.62]
Nepal,1998,Both sexes,66.15 [62.48-70.08]
Nepal,1998,Male,70.39 [66.25-74.71]
Nepal,1998,Female,61.73 [58.05-65.69]
Nepal,1997,Both sexes,69.47 [65.66-73.57]
Nepal,1997,Male,73.8 [69.49-78.37]
Nepal,1997,Female,64.93 [61.1-69.08]
Nepal,1996,Both sexes,72.96 [68.95-77.18]
Nepal,1996,Male,77.35 [72.83-82.08]
Nepal,1996,Female,68.34 [64.3-72.65]
Nepal,1995,Both sexes,76.55 [72.41-80.95]
Nepal,1995,Male,81.12 [76.37-86.11]
Nepal,1995,Female,71.79 [67.63-76.25]
Nepal,1994,Both sexes,80.32 [76.03-84.9]
Nepal,1994,Male,85.04 [80.16-90.23]
Nepal,1994,Female,75.37 [70.96-80.09]
Nepal,1993,Both sexes,84.28 [79.78-89.16]
Nepal,1993,Male,89.13 [84.01-94.57]
Nepal,1993,Female,79.19 [74.54-84.21]
Nepal,1992,Both sexes,88.42 [83.62-93.54]
Nepal,1992,Male,93.46 [88.05-99.21]
Nepal,1992,Female,83.13 [78.19-88.33]
Nepal,1991,Both sexes,92.69 [87.61-98.17]
Nepal,1991,Male,97.93 [92.27-104]
Nepal,1991,Female,87.26 [81.94-92.8]
Nepal,1990,Both sexes,97.14 [91.67-102.9]
Nepal,1990,Male,102.5 [96.47-108.9]
Nepal,1990,Female,91.52 [85.95-97.23]
Nepal,1989,Both sexes,101.6 [95.9-107.7]
Nepal,1989,Male,107.1 [100.8-113.8]
Nepal,1989,Female,95.89 [90.1-101.9]
Nepal,1988,Both sexes,106.1 [100.2-112.4]
Nepal,1988,Male,111.7 [105.2-118.7]
Nepal,1988,Female,100.2 [94.1-106.6]
Nepal,1987,Both sexes,110.5 [104.3-117.1]
Nepal,1987,Male,116.2 [109.4-123.6]
Nepal,1987,Female,104.5 [98.18-111.2]
Nepal,1986,Both sexes,114.8 [108.4-121.8]
Nepal,1986,Male,120.5 [113.5-128.3]
Nepal,1986,Female,108.8 [102.2-115.8]
Nepal,1985,Both sexes,118.9 [112.3-126.5]
Nepal,1985,Male,124.8 [117.4-133.2]
Nepal,1985,Female,112.8 [105.9-120.4]
Nepal,1984,Both sexes,123.1 [116.1-131]
Nepal,1984,Male,129 [121.2-137.9]
Nepal,1984,Female,116.9 [109.6-124.8]
Nepal,1983,Both sexes,127.1 [119.8-135.4]
Nepal,1983,Male,133.2 [125.1-142.4]
Nepal,1983,Female,120.8 [113.2-129.2]
Nepal,1982,Both sexes,131.2 [123.3-139.9]
Nepal,1982,Male,137.2 [128.7-146.8]
Nepal,1982,Female,124.8 [116.8-133.6]
Nepal,1981,Both sexes,135.3 [127-144.2]
Nepal,1981,Male,141.4 [132.4-151.4]
Nepal,1981,Female,128.8 [120.3-137.8]
Nepal,1980,Both sexes,139.3 [130.7-148.6]
Nepal,1980,Male,145.6 [136.2-156]
Nepal,1980,Female,132.6 [123.9-142]
Nepal,1979,Both sexes,143.3 [134.3-153.1]
Nepal,1979,Male,149.7 [139.9-160.5]
Nepal,1979,Female,136.5 [127.4-146.5]
Nepal,1978,Both sexes,147.2 [137.8-157.7]
Nepal,1978,Male,153.8 [143.6-165.5]
Nepal,1978,Female,140.2 [130.7-150.9]
Nepal,1977,Both sexes,151 [141.3-162.2]
Nepal,1977,Male,157.7 [146.9-169.8]
Nepal,1977,Female,144 [134-155.4]
Nepal,1976,Both sexes,154.8 [144.4-166.4]
Nepal,1976,Male,161.5 [150.1-174.1]
Nepal,1976,Female,147.8 [137.2-159.6]
Nepal,1975,Both sexes,158.4 [147.4-170.5]
Nepal,1975,Male,165.1 [153.1-178.2]
Nepal,1975,Female,151.3 [140.4-163.6]
Nepal,1974,Both sexes,161.9 [150.2-174.7]
Nepal,1974,Male,168.6 [156-182.4]
Nepal,1974,Female,155 [143.4-167.9]
Nepal,1973,Both sexes,165.5 [153.2-179]
Nepal,1973,Male,172.3 [159-186.9]
Nepal,1973,Female,158.4 [146.1-171.9]
Nepal,1972,Both sexes,169 [156.1-183.2]
Nepal,1972,Male,176.1 [162.1-191.4]
Nepal,1972,Female,161.8 [148.9-175.8]
Nepal,1971,Both sexes,172.7 [159.2-187.8]
Nepal,1971,Male,179.9 [165.3-196]
Nepal,1971,Female,165.3 [151.7-180.1]
Nepal,1970,Both sexes,176.5 [162.4-192.4]
Nepal,1970,Male,183.8 [168.5-200.7]
Nepal,1970,Female,169 [155-184.9]
Nepal,1969,Both sexes,180.4 [165.7-197.2]
Nepal,1969,Male,187.9 [172.1-205.6]
Nepal,1969,Female,172.9 [158.2-189.5]
Nepal,1968,Both sexes,184.7 [169.2-202.2]
Nepal,1968,Male,192.2 [175.7-210.8]
Nepal,1968,Female,176.9 [161.7-194.5]
Nepal,1967,Both sexes,189.1 [173.1-207.6]
Nepal,1967,Male,196.7 [179.3-216.4]
Nepal,1967,Female,181.2 [165.4-199.9]
Nepal,1966,Both sexes,193.7 [176.9-213]
Nepal,1966,Male,201.2 [182.9-221.8]
Nepal,1966,Female,185.8 [169-205.3]
Nepal,1965,Both sexes,198 [180.5-218.8]
Nepal,1965,Male,205.8 [186.5-227.6]
Nepal,1965,Female,190.3 [172.5-210.6]
Nepal,1964,Both sexes,202.5 [183.9-224.3]
Nepal,1964,Male,210.3 [190.2-233.5]
Nepal,1964,Female,194.4 [175.6-215.9]
Nepal,1963,Both sexes,206.6 [186.8-229.5]
Nepal,1963,Male,214.6 [193.2-239.4]
Nepal,1963,Female,198.3 [178.6-221.2]
Nepal,1962,Both sexes,210.4 [189.3-234.7]
Nepal,1962,Male,218.5 [195.9-244.7]
Nepal,1962,Female,201.9 [181-226.1]
Nepal,1961,Both sexes,213.7 [191.4-239.5]
Nepal,1961,Male,221.9 [198.2-249.5]
Nepal,1961,Female,205 [182.7-230.3]
Nepal,1960,Both sexes,216.4 [192.8-243.7]
Nepal,1960,Male,224.8 [199.6-253.8]
Nepal,1960,Female,207.6 [184.2-234.4]
Nepal,1959,Both sexes,218.8 [193.7-247.4]
Nepal,1959,Male,227.2 [200.8-257.9]
Nepal,1959,Female,209.8 [185.2-238.1]
Nepal,1958,Both sexes,220.5 [194-250.4]
Nepal,1958,Male,229 [201.3-260.9]
Nepal,1958,Female,211.5 [185.5-241.2]
Nepal,1957,Both sexes,221.7 [194-253.2]
Nepal,1957,Male,230.4 [201.3-264]
Nepal,1957,Female,212.5 [185.3-243.9]
Nepal,1956,Both sexes,222.5 [193.5-256]
Nepal,1956,Male,231.3 [200.9-266.6]
Nepal,1956,Female,213.2 [184.8-246.1]
Nepal,1955,Both sexes,223.2 [193-258.7]
Nepal,1955,Male,232.2 [200.4-269.1]
Nepal,1955,Female,213.7 [184.1-248.5]
Nepal,1954,Both sexes,223.8 [192.1-261.3]
Nepal,1954,Male,233.2 [199.7-272.5]
Nepal,1954,Female,214.2 [183.2-251.4]
Nepal,1953,Both sexes,224.4 [190.9-264.6]
Nepal,1953,Male,233.8 [198.2-276.2]
Nepal,1953,Female,214.3 [181.7-254.2]
Nepal,1952,Both sexes,224.9 [189.2-268]
Nepal,1952,Male,234.4 [196.9-280.1]
Nepal,1952,Female,214.9 [180.1-257]
Netherlands,2019,Both sexes,3.45 [3.31-3.61]
Netherlands,2019,Male,3.78 [3.6-3.96]
Netherlands,2019,Female,3.12 [2.97-3.28]
Netherlands,2018,Both sexes,3.44 [3.33-3.56]
