Location,Period,Dimension,Under-five mortality rate (probability of dying by age 5 per 1000 live births)
Sierra Leone,1989,Female,249.7 [229.2-271.1]
Sierra Leone,1988,Both sexes,263.5 [241.2-286.3]
Sierra Leone,1988,Male,274.5 [251-298.7]
Sierra Leone,1988,Female,251.6 [230-273.8]
Sierra Leone,1987,Both sexes,265.4 [242.2-289.2]
Sierra Leone,1987,Male,276.6 [251.9-301.9]
Sierra Leone,1987,Female,253.7 [231.2-276.8]
Sierra Leone,1986,Both sexes,267.7 [243.6-292.5]
Sierra Leone,1986,Male,279 [253.4-305.4]
Sierra Leone,1986,Female,256 [232.3-280.3]
Sierra Leone,1985,Both sexes,270.5 [245-296]
Sierra Leone,1985,Male,281.7 [254.8-309]
Sierra Leone,1985,Female,258.5 [234-283.7]
Sierra Leone,1984,Both sexes,273.2 [246.7-299.7]
Sierra Leone,1984,Male,284.5 [256.6-312.4]
Sierra Leone,1984,Female,261.1 [235.7-287.2]
Sierra Leone,1983,Both sexes,276.3 [249-303.4]
Sierra Leone,1983,Male,287.6 [258.8-316.6]
Sierra Leone,1983,Female,264.1 [237.9-290.9]
Sierra Leone,1982,Both sexes,279.5 [251.6-307.5]
Sierra Leone,1982,Male,291 [261.5-320.9]
Sierra Leone,1982,Female,267.1 [240.3-295.2]
Sierra Leone,1981,Both sexes,282.8 [254.5-311.5]
Sierra Leone,1981,Male,294.4 [264.5-325]
Sierra Leone,1981,Female,270.4 [243.1-298.7]
Sierra Leone,1980,Both sexes,286.4 [257.7-315.8]
Sierra Leone,1980,Male,298.1 [267.9-329.5]
Sierra Leone,1980,Female,273.9 [246.1-303.2]
Sierra Leone,1979,Both sexes,290.1 [261.4-320.2]
Sierra Leone,1979,Male,302 [271.6-333.7]
Sierra Leone,1979,Female,277.7 [249.3-307.5]
Sierra Leone,1978,Both sexes,294.3 [265.2-324.5]
Sierra Leone,1978,Male,306.2 [275.5-338.3]
Sierra Leone,1978,Female,281.6 [253.1-311.8]
Sierra Leone,1977,Both sexes,298.8 [269.2-328.9]
Sierra Leone,1977,Male,310.5 [279.9-342.9]
Sierra Leone,1977,Female,285.8 [257.3-316.4]
Sierra Leone,1976,Both sexes,303.3 [273.6-333.8]
Sierra Leone,1976,Male,315.3 [284.2-347.8]
Sierra Leone,1976,Female,290.1 [261.8-321.4]
Sierra Leone,1975,Both sexes,308.1 [278.2-339]
Sierra Leone,1975,Male,320.1 [288.6-352.9]
Sierra Leone,1975,Female,294.9 [266-326.2]
Sierra Leone,1974,Both sexes,312.8 [282.5-344.4]
Sierra Leone,1974,Male,325.2 [292.9-358.6]
Sierra Leone,1974,Female,299.6 [270-331.2]
Sierra Leone,1973,Both sexes,317.6 [287-350.3]
Sierra Leone,1973,Male,330.1 [297.2-364.2]
Sierra Leone,1973,Female,304.2 [274.2-336.8]
Sierra Leone,1972,Both sexes,322.5 [291.2-355.1]
Sierra Leone,1972,Male,335.2 [301.6-369.8]
Sierra Leone,1972,Female,308.8 [278.6-341.7]
Sierra Leone,1971,Both sexes,327.6 [296.6-360.6]
Sierra Leone,1971,Male,340.4 [307-375.3]
Sierra Leone,1971,Female,313.9 [283.3-347.1]
Sierra Leone,1970,Both sexes,332.9 [301.8-366.4]
Sierra Leone,1970,Male,345.9 [312.4-381.6]
Sierra Leone,1970,Female,319.2 [288.6-352.8]
Sierra Leone,1969,Both sexes,338.6 [307.3-372.4]
Sierra Leone,1969,Male,351.7 [318.5-387.5]
Sierra Leone,1969,Female,324.7 [294.2-358.3]
Sierra Leone,1968,Both sexes,344.4 [313.4-377.7]
Sierra Leone,1968,Male,357.5 [324.5-393.1]
Sierra Leone,1968,Female,330.3 [300.2-363.1]
Sierra Leone,1967,Both sexes,350.4 [319.5-383.1]
Sierra Leone,1967,Male,363.8 [330.7-398.9]
Sierra Leone,1967,Female,336.3 [306.4-368.5]
Sierra Leone,1966,Both sexes,356.6 [326-389.2]
Sierra Leone,1966,Male,370 [337.2-405]
Sierra Leone,1966,Female,342.2 [312.4-374.4]
Sierra Leone,1965,Both sexes,362.5 [332.2-395.3]
Sierra Leone,1965,Male,376.1 [343.5-411.5]
Sierra Leone,1965,Female,348.3 [318.1-380.3]
Sierra Leone,1964,Both sexes,368.5 [337.5-402.2]
Sierra Leone,1964,Male,382.4 [349.1-418.3]
Sierra Leone,1964,Female,354 [323.1-387]
Sierra Leone,1963,Both sexes,374.3 [342.1-409.4]
Sierra Leone,1963,Male,388.3 [354-426.1]
Sierra Leone,1963,Female,359.6 [327.7-394.7]
Sierra Leone,1962,Both sexes,380.2 [345.8-418.7]
Sierra Leone,1962,Male,394.3 [357.7-435.4]
Sierra Leone,1962,Female,365.4 [331.5-403.1]
Sierra Leone,1961,Both sexes,386.3 [348.3-429.9]
Sierra Leone,1961,Male,400.4 [359.7-446.5]
Sierra Leone,1961,Female,371.1 [333.8-414.2]
Sierra Leone,1960,Both sexes,391.7 [349.4-441.7]
Sierra Leone,1960,Male,406.3 [360.7-459.2]
Sierra Leone,1960,Female,376.6 [334.8-425.8]
Sierra Leone,1959,Both sexes,397.9 [348.7-454.5]
Sierra Leone,1959,Male,412.2 [360.2-472.5]
Sierra Leone,1959,Female,382.2 [334.2-438.6]
Singapore,2019,Both sexes,2.54 [2.25-2.88]
Singapore,2019,Male,2.74 [2.41-3.1]
Singapore,2019,Female,2.33 [2.06-2.65]
Singapore,2018,Both sexes,2.62 [2.41-2.86]
Singapore,2018,Male,2.82 [2.58-3.09]
Singapore,2018,Female,2.41 [2.2-2.64]
Singapore,2017,Both sexes,2.67 [2.49-2.88]
Singapore,2017,Male,2.88 [2.67-3.11]
Singapore,2017,Female,2.46 [2.28-2.66]
Singapore,2016,Both sexes,2.71 [2.52-2.91]
Singapore,2016,Male,2.91 [2.7-3.14]
Singapore,2016,Female,2.49 [2.3-2.69]
Singapore,2015,Both sexes,2.72 [2.53-2.93]
Singapore,2015,Male,2.93 [2.72-3.16]
Singapore,2015,Female,2.5 [2.32-2.7]
Singapore,2014,Both sexes,2.74 [2.55-2.93]
Singapore,2014,Male,2.95 [2.74-3.16]
Singapore,2014,Female,2.51 [2.33-2.71]
Singapore,2013,Both sexes,2.75 [2.56-2.95]
Singapore,2013,Male,2.97 [2.75-3.19]
Singapore,2013,Female,2.53 [2.34-2.72]
Singapore,2012,Both sexes,2.78 [2.59-2.97]
Singapore,2012,Male,3 [2.78-3.21]
Singapore,2012,Female,2.55 [2.37-2.74]
Singapore,2011,Both sexes,2.81 [2.62-3.01]
Singapore,2011,Male,3.03 [2.82-3.25]
Singapore,2011,Female,2.58 [2.39-2.77]
Singapore,2010,Both sexes,2.83 [2.64-3.03]
Singapore,2010,Male,3.05 [2.84-3.28]
Singapore,2010,Female,2.6 [2.4-2.8]
Singapore,2009,Both sexes,2.84 [2.65-3.04]
Singapore,2009,Male,3.06 [2.85-3.28]
Singapore,2009,Female,2.6 [2.42-2.8]
Singapore,2008,Both sexes,2.84 [2.65-3.04]
Singapore,2008,Male,3.07 [2.85-3.3]
Singapore,2008,Female,2.61 [2.42-2.8]
Singapore,2007,Both sexes,2.85 [2.67-3.06]
Singapore,2007,Male,3.08 [2.87-3.31]
Singapore,2007,Female,2.62 [2.43-2.82]
Singapore,2006,Both sexes,2.88 [2.69-3.09]
Singapore,2006,Male,3.11 [2.89-3.34]
Singapore,2006,Female,2.65 [2.46-2.85]
Singapore,2005,Both sexes,2.95 [2.75-3.16]
Singapore,2005,Male,3.18 [2.95-3.41]
Singapore,2005,Female,2.7 [2.51-2.91]
Singapore,2004,Both sexes,3.05 [2.84-3.26]
Singapore,2004,Male,3.28 [3.06-3.52]
Singapore,2004,Female,2.79 [2.6-3]
Singapore,2003,Both sexes,3.19 [2.97-3.4]
Singapore,2003,Male,3.44 [3.2-3.68]
Singapore,2003,Female,2.93 [2.72-3.14]
Singapore,2002,Both sexes,3.38 [3.16-3.59]
Singapore,2002,Male,3.64 [3.4-3.88]
Singapore,2002,Female,3.1 [2.89-3.32]
Singapore,2001,Both sexes,3.61 [3.39-3.83]
Singapore,2001,Male,3.88 [3.64-4.13]
Singapore,2001,Female,3.31 [3.1-3.53]
Singapore,2000,Both sexes,3.86 [3.64-4.1]
Singapore,2000,Male,4.16 [3.9-4.43]
Singapore,2000,Female,3.55 [3.34-3.79]
Singapore,1999,Both sexes,4.13 [3.91-4.38]
Singapore,1999,Male,4.45 [4.19-4.72]
Singapore,1999,Female,3.8 [3.59-4.04]
Singapore,1998,Both sexes,4.39 [4.15-4.64]
Singapore,1998,Male,4.72 [4.44-5.01]
Singapore,1998,Female,4.04 [3.81-4.29]
Singapore,1997,Both sexes,4.61 [4.37-4.86]
Singapore,1997,Male,4.96 [4.68-5.24]
Singapore,1997,Female,4.24 [4-4.49]
Singapore,1996,Both sexes,4.81 [4.56-5.05]
Singapore,1996,Male,5.17 [4.89-5.45]
Singapore,1996,Female,4.43 [4.18-4.67]
Singapore,1995,Both sexes,5.03 [4.77-5.29]
Singapore,1995,Male,5.41 [5.12-5.7]
Singapore,1995,Female,4.63 [4.37-4.89]
Singapore,1994,Both sexes,5.33 [5.07-5.59]
Singapore,1994,Male,5.73 [5.44-6.02]
Singapore,1994,Female,4.91 [4.65-5.17]
Singapore,1993,Both sexes,5.74 [5.46-6.02]
Singapore,1993,Male,6.18 [5.86-6.5]
Singapore,1993,Female,5.27 [4.99-5.56]
Singapore,1992,Both sexes,6.28 [5.99-6.56]
Singapore,1992,Male,6.76 [6.44-7.08]
Singapore,1992,Female,5.77 [5.49-6.06]
Singapore,1991,Both sexes,6.94 [6.65-7.24]
Singapore,1991,Male,7.5 [7.16-7.84]
Singapore,1991,Female,6.36 [6.06-6.66]
Singapore,1990,Both sexes,7.68 [7.36-8.02]
Singapore,1990,Male,8.29 [7.92-8.68]
Singapore,1990,Female,7.03 [6.71-7.37]
Singapore,1989,Both sexes,8.43 [8.1-8.79]
Singapore,1989,Male,9.14 [8.75-9.55]
Singapore,1989,Female,7.68 [7.35-8.04]
Singapore,1988,Both sexes,9.15 [8.78-9.54]
Singapore,1988,Male,9.92 [9.49-10.37]
Singapore,1988,Female,8.34 [7.97-8.74]
Singapore,1987,Both sexes,9.77 [9.39-10.17]
Singapore,1987,Male,10.63 [10.19-11.09]
Singapore,1987,Female,8.86 [8.49-9.28]
Singapore,1986,Both sexes,10.32 [9.92-10.72]
Singapore,1986,Male,11.23 [10.77-11.71]
Singapore,1986,Female,9.36 [8.96-9.77]
Singapore,1985,Both sexes,10.87 [10.43-11.31]
Singapore,1985,Male,11.87 [11.36-12.38]
Singapore,1985,Female,9.83 [9.39-10.27]
Singapore,1984,Both sexes,11.5 [11.05-11.95]
Singapore,1984,Male,12.57 [12.04-13.09]
Singapore,1984,Female,10.38 [9.94-10.83]
Singapore,1983,Both sexes,12.26 [11.78-12.75]
Singapore,1983,Male,13.43 [12.87-14]
Singapore,1983,Female,11.03 [10.55-11.52]
Singapore,1982,Both sexes,13.19 [12.73-13.68]
Singapore,1982,Male,14.49 [13.94-15.06]
Singapore,1982,Female,11.82 [11.37-12.32]
Singapore,1981,Both sexes,14.14 [13.64-14.67]
Singapore,1981,Male,15.56 [14.97-16.19]
Singapore,1981,Female,12.64 [12.14-13.17]
Singapore,1980,Both sexes,14.8 [14.24-15.41]
Singapore,1980,Male,16.3 [15.66-17.02]
Singapore,1980,Female,13.21 [12.67-13.81]
Singapore,1979,Both sexes,15.01 [14.53-15.57]
Singapore,1979,Male,16.59 [16.01-17.25]
Singapore,1979,Female,13.36 [12.87-13.91]
Singapore,1978,Both sexes,15.08 [14.56-15.62]
Singapore,1978,Male,16.7 [16.09-17.34]
Singapore,1978,Female,13.37 [12.86-13.91]
Singapore,1977,Both sexes,15.29 [14.73-15.86]
Singapore,1977,Male,16.97 [16.29-17.64]
Singapore,1977,Female,13.53 [12.99-14.08]
Singapore,1976,Both sexes,15.93 [15.28-16.57]
Singapore,1976,Male,17.72 [16.96-18.46]
Singapore,1976,Female,14.05 [13.44-14.67]
Singapore,1975,Both sexes,17.28 [16.62-17.93]
Singapore,1975,Male,19.24 [18.45-19.99]
Singapore,1975,Female,15.22 [14.59-15.85]
Singapore,1974,Both sexes,19.46 [18.91-20.02]
Singapore,1974,Male,21.69 [21.03-22.37]
Singapore,1974,Female,17.11 [16.56-17.68]
Singapore,1973,Both sexes,22 [21.35-22.69]
Singapore,1973,Male,24.52 [23.76-25.35]
Singapore,1973,Female,19.35 [18.71-20.05]
Singapore,1972,Both sexes,24.14 [23.45-24.87]
Singapore,1972,Male,26.87 [26.05-27.74]
Singapore,1972,Female,21.28 [20.6-22]
Singapore,1971,Both sexes,25.71 [25.05-26.38]
Singapore,1971,Male,28.55 [27.76-29.38]
Singapore,1971,Female,22.72 [22.06-23.4]
Singapore,1970,Both sexes,27.06 [26.34-27.79]
Singapore,1970,Male,29.95 [29.08-30.81]
Singapore,1970,Female,24.03 [23.31-24.77]
Singapore,1969,Both sexes,28.49 [27.8-29.2]
Singapore,1969,Male,31.52 [30.67-32.36]
Singapore,1969,Female,25.33 [24.61-26.05]
Singapore,1968,Both sexes,30.07 [29.34-30.84]
Singapore,1968,Male,33.23 [32.33-34.14]
Singapore,1968,Female,26.76 [26.02-27.53]
Singapore,1967,Both sexes,31.78 [31.07-32.51]
Singapore,1967,Male,35.04 [34.17-35.93]
Singapore,1967,Female,28.37 [27.63-29.12]
Singapore,1966,Both sexes,33.52 [32.75-34.29]
Singapore,1966,Male,36.96 [36.04-37.89]
Singapore,1966,Female,29.9 [29.11-30.71]
Singapore,1965,Both sexes,35.07 [34.23-35.92]
Singapore,1965,Male,38.64 [37.66-39.65]
Singapore,1965,Female,31.3 [30.47-32.17]
Singapore,1964,Both sexes,36.41 [35.65-37.2]
Singapore,1964,Male,40.13 [39.18-41.09]
Singapore,1964,Female,32.5 [31.71-33.33]
Singapore,1963,Both sexes,38.02 [37.11-38.93]
Singapore,1963,Male,41.83 [40.74-42.9]
Singapore,1963,Female,34.04 [33.1-34.96]
Singapore,1962,Both sexes,40.43 [39.5-41.35]
Singapore,1962,Male,44.33 [43.21-45.43]
Singapore,1962,Female,36.35 [35.41-37.29]
Singapore,1961,Both sexes,43.74 [42.75-44.71]
Singapore,1961,Male,47.72 [46.59-48.88]
Singapore,1961,Female,39.54 [38.54-40.52]
Singapore,1960,Both sexes,47.68 [46.58-48.82]
Singapore,1960,Male,51.74 [50.5-53.12]
Singapore,1960,Female,43.42 [42.3-44.54]
Singapore,1959,Both sexes,52.07 [50.89-53.25]
Singapore,1959,Male,56.3 [54.92-57.67]
Singapore,1959,Female,47.63 [46.43-48.82]
Singapore,1958,Both sexes,56.63 [55.25-58.07]
Singapore,1958,Male,60.88 [59.31-62.48]
Singapore,1958,Female,52.16 [50.79-53.61]
Singapore,1957,Both sexes,61.21 [59.83-62.61]
Singapore,1957,Male,65.38 [63.83-66.95]
Singapore,1957,Female,56.82 [55.41-58.23]
Singapore,1956,Both sexes,66.63 [64.99-68.22]
Singapore,1956,Male,70.74 [68.93-72.52]
Singapore,1956,Female,62.3 [60.67-63.92]
Singapore,1955,Both sexes,74.62 [72.66-76.47]
Singapore,1955,Male,78.64 [76.49-80.72]
Singapore,1955,Female,70.4 [68.42-72.29]
Singapore,1954,Both sexes,86.4 [84.53-88.31]
Singapore,1954,Male,90.45 [88.35-92.51]
Singapore,1954,Female,82.12 [80.27-84.13]
Singapore,1953,Both sexes,100.8 [98.32-103.5]
Singapore,1953,Male,104.7 [102-107.5]
Singapore,1953,Female,96.69 [94.22-99.43]
Singapore,1952,Both sexes,115.4 [112.5-118.4]
Singapore,1952,Male,119.2 [116.2-122.4]
Singapore,1952,Female,111.3 [108.5-114.4]
Singapore,1951,Both sexes,129.1 [126.1-132.3]
Singapore,1951,Male,132.9 [129.6-136.3]
Singapore,1951,Female,125.1 [122-128.5]
Singapore,1950,Both sexes,142.5 [137.3-147.8]
Singapore,1950,Male,145.9 [140.5-151.5]
Singapore,1950,Female,138.9 [133.6-144.2]
Slovakia,2019,Both sexes,5.75 [5.46-6.08]
Slovakia,2019,Male,6.29 [5.95-6.67]
Slovakia,2019,Female,5.18 [4.89-5.5]
Slovakia,2018,Both sexes,5.86 [5.62-6.13]
Slovakia,2018,Male,6.42 [6.12-6.73]
Slovakia,2018,Female,5.28 [5.03-5.55]
Slovakia,2017,Both sexes,5.98 [5.76-6.2]
Slovakia,2017,Male,6.54 [6.28-6.82]
Slovakia,2017,Female,5.38 [5.16-5.62]
Slovakia,2016,Both sexes,6.09 [5.91-6.3]
Slovakia,2016,Male,6.67 [6.43-6.92]
Slovakia,2016,Female,5.49 [5.28-5.7]
Slovakia,2015,Both sexes,6.22 [6.04-6.41]
Slovakia,2015,Male,6.81 [6.58-7.04]
Slovakia,2015,Female,5.6 [5.4-5.81]
Slovakia,2014,Both sexes,6.35 [6.17-6.53]
Slovakia,2014,Male,6.94 [6.72-7.18]
Slovakia,2014,Female,5.72 [5.53-5.93]
Slovakia,2013,Both sexes,6.49 [6.3-6.67]
Slovakia,2013,Male,7.1 [6.87-7.33]
Slovakia,2013,Female,5.85 [5.65-6.06]
Slovakia,2012,Both sexes,6.65 [6.45-6.83]
Slovakia,2012,Male,7.3 [7.06-7.53]
Slovakia,2012,Female,5.96 [5.75-6.17]
Slovakia,2011,Both sexes,6.81 [6.61-7]
Slovakia,2011,Male,7.48 [7.24-7.72]
Slovakia,2011,Female,6.11 [5.89-6.32]
Slovakia,2010,Both sexes,7 [6.8-7.19]
Slovakia,2010,Male,7.69 [7.44-7.93]
Slovakia,2010,Female,6.27 [6.05-6.49]
Slovakia,2009,Both sexes,7.2 [7-7.4]
Slovakia,2009,Male,7.91 [7.66-8.16]
Slovakia,2009,Female,6.46 [6.24-6.68]
Slovakia,2008,Both sexes,7.43 [7.23-7.63]
Slovakia,2008,Male,8.16 [7.9-8.41]
Slovakia,2008,Female,6.66 [6.45-6.88]
Slovakia,2007,Both sexes,7.67 [7.47-7.88]
Slovakia,2007,Male,8.43 [8.17-8.68]
Slovakia,2007,Female,6.89 [6.67-7.11]
Slovakia,2006,Both sexes,7.94 [7.73-8.15]
Slovakia,2006,Male,8.74 [8.47-9.01]
Slovakia,2006,Female,7.09 [6.87-7.33]
Slovakia,2005,Both sexes,8.21 [8-8.43]
Slovakia,2005,Male,9.03 [8.76-9.31]
Slovakia,2005,Female,7.34 [7.11-7.59]
Slovakia,2004,Both sexes,8.49 [8.28-8.71]
Slovakia,2004,Male,9.33 [9.07-9.62]
Slovakia,2004,Female,7.6 [7.36-7.85]
Slovakia,2003,Both sexes,8.78 [8.57-9.01]
Slovakia,2003,Male,9.65 [9.37-9.93]
Slovakia,2003,Female,7.86 [7.63-8.12]
Slovakia,2002,Both sexes,9.08 [8.86-9.31]
Slovakia,2002,Male,10 [9.73-10.3]
Slovakia,2002,Female,8.12 [7.87-8.37]
Slovakia,2001,Both sexes,9.41 [9.19-9.64]
Slovakia,2001,Male,10.37 [10.08-10.67]
Slovakia,2001,Female,8.4 [8.15-8.66]
Slovakia,2000,Both sexes,9.76 [9.52-9.99]
Slovakia,2000,Male,10.76 [10.46-11.06]
Slovakia,2000,Female,8.7 [8.44-8.97]
Slovakia,1999,Both sexes,10.14 [9.9-10.37]
Slovakia,1999,Male,11.19 [10.88-11.48]
Slovakia,1999,Female,9.04 [8.77-9.31]
Slovakia,1998,Both sexes,10.55 [10.31-10.79]
Slovakia,1998,Male,11.66 [11.35-11.97]
Slovakia,1998,Female,9.38 [9.11-9.65]
Slovakia,1997,Both sexes,10.99 [10.75-11.23]
Slovakia,1997,Male,12.16 [11.85-12.47]
Slovakia,1997,Female,9.76 [9.49-10.03]
Slovakia,1996,Both sexes,11.46 [11.22-11.7]
Slovakia,1996,Male,12.71 [12.4-13.03]
Slovakia,1996,Female,10.14 [9.87-10.42]
Slovakia,1995,Both sexes,11.95 [11.71-12.2]
Slovakia,1995,Male,13.28 [12.97-13.61]
Slovakia,1995,Female,10.55 [10.27-10.84]
Slovakia,1994,Both sexes,12.46 [12.22-12.72]
Slovakia,1994,Male,13.89 [13.58-14.23]
Slovakia,1994,Female,10.97 [10.68-11.26]
Slovakia,1993,Both sexes,13 [12.76-13.27]
Slovakia,1993,Male,14.5 [14.18-14.85]
Slovakia,1993,Female,11.42 [11.13-11.71]
Slovakia,1992,Both sexes,13.55 [13.31-13.82]
Slovakia,1992,Male,15.15 [14.82-15.5]
Slovakia,1992,Female,11.87 [11.58-12.18]
Slovakia,1991,Both sexes,14.12 [13.87-14.39]
Slovakia,1991,Male,15.79 [15.45-16.14]
Slovakia,1991,Female,12.37 [12.07-12.68]
Slovakia,1990,Both sexes,14.71 [14.46-14.98]
Slovakia,1990,Male,16.48 [16.13-16.83]
Slovakia,1990,Female,12.85 [12.55-13.17]
Slovakia,1989,Both sexes,15.32 [15.06-15.59]
Slovakia,1989,Male,17.19 [16.83-17.54]
Slovakia,1989,Female,13.37 [13.06-13.69]
Slovakia,1988,Both sexes,15.97 [15.69-16.24]
Slovakia,1988,Male,17.95 [17.58-18.32]
Slovakia,1988,Female,13.89 [13.57-14.22]
Slovakia,1987,Both sexes,16.66 [16.38-16.93]
Slovakia,1987,Male,18.73 [18.35-19.1]
Slovakia,1987,Female,14.49 [14.15-14.83]
Slovakia,1986,Both sexes,17.4 [17.11-17.68]
Slovakia,1986,Male,19.58 [19.19-19.97]
Slovakia,1986,Female,15.11 [14.77-15.46]
Slovakia,1985,Both sexes,18.18 [17.88-18.48]
Slovakia,1985,Male,20.44 [20.04-20.86]
Slovakia,1985,Female,15.79 [15.43-16.16]
Slovakia,1984,Both sexes,18.99 [18.66-19.34]
Slovakia,1984,Male,21.34 [20.9-21.81]
Slovakia,1984,Female,16.52 [16.12-16.92]
Slovakia,1983,Both sexes,19.84 [19.42-20.26]
Slovakia,1983,Male,22.3 [21.76-22.87]
Slovakia,1983,Female,17.25 [16.79-17.73]
Slovakia,1982,Both sexes,20.72 [20.16-21.29]
Slovakia,1982,Male,23.29 [22.59-24.02]
Slovakia,1982,Female,18.01 [17.43-18.62]
Slovakia,1981,Both sexes,21.63 [20.82-22.44]
Slovakia,1981,Male,24.3 [23.34-25.3]
Slovakia,1981,Female,18.81 [18.04-19.62]
Slovenia,2019,Both sexes,2.08 [1.82-2.41]
Slovenia,2019,Male,2.24 [1.96-2.61]
Slovenia,2019,Female,1.91 [1.67-2.22]
Slovenia,2018,Both sexes,2.17 [1.94-2.46]
Slovenia,2018,Male,2.34 [2.09-2.66]
Slovenia,2018,Female,1.99 [1.77-2.26]
Slovenia,2017,Both sexes,2.27 [2.06-2.53]
Slovenia,2017,Male,2.45 [2.21-2.74]
Slovenia,2017,Female,2.09 [1.88-2.33]
Slovenia,2016,Both sexes,2.38 [2.19-2.61]
Slovenia,2016,Male,2.57 [2.35-2.83]
Slovenia,2016,Female,2.19 [1.99-2.41]
Slovenia,2015,Both sexes,2.5 [2.32-2.71]
Slovenia,2015,Male,2.7 [2.49-2.93]
Slovenia,2015,Female,2.3 [2.11-2.5]
Slovenia,2014,Both sexes,2.63 [2.45-2.82]
Slovenia,2014,Male,2.83 [2.63-3.06]
Slovenia,2014,Female,2.41 [2.23-2.6]
Slovenia,2013,Both sexes,2.76 [2.58-2.95]
Slovenia,2013,Male,2.98 [2.77-3.19]
Slovenia,2013,Female,2.53 [2.36-2.72]
Slovenia,2012,Both sexes,2.9 [2.72-3.09]
Slovenia,2012,Male,3.13 [2.92-3.35]
Slovenia,2012,Female,2.66 [2.49-2.85]
Slovenia,2011,Both sexes,3.05 [2.87-3.24]
Slovenia,2011,Male,3.29 [3.09-3.51]
Slovenia,2011,Female,2.8 [2.62-2.99]
Slovenia,2010,Both sexes,3.22 [3.04-3.41]
Slovenia,2010,Male,3.47 [3.26-3.7]
Slovenia,2010,Female,2.95 [2.76-3.14]
Slovenia,2009,Both sexes,3.39 [3.21-3.59]
Slovenia,2009,Male,3.66 [3.44-3.9]
Slovenia,2009,Female,3.11 [2.92-3.31]
Slovenia,2008,Both sexes,3.58 [3.39-3.79]
Slovenia,2008,Male,3.86 [3.64-4.11]
Slovenia,2008,Female,3.28 [3.08-3.49]
Slovenia,2007,Both sexes,3.78 [3.58-3.99]
Slovenia,2007,Male,4.08 [3.85-4.34]
Slovenia,2007,Female,3.46 [3.26-3.68]
Slovenia,2006,Both sexes,3.99 [3.78-4.21]
Slovenia,2006,Male,4.31 [4.06-4.58]
Slovenia,2006,Female,3.65 [3.44-3.88]
Slovenia,2005,Both sexes,4.21 [4-4.44]
Slovenia,2005,Male,4.55 [4.3-4.83]
Slovenia,2005,Female,3.84 [3.63-4.08]
Slovenia,2004,Both sexes,4.44 [4.22-4.67]
Slovenia,2004,Male,4.8 [4.54-5.08]
Slovenia,2004,Female,4.05 [3.83-4.3]
Slovenia,2003,Both sexes,4.68 [4.45-4.92]
Slovenia,2003,Male,5.07 [4.79-5.36]
Slovenia,2003,Female,4.27 [4.03-4.52]
Slovenia,2002,Both sexes,4.94 [4.69-5.18]
Slovenia,2002,Male,5.35 [5.05-5.65]
Slovenia,2002,Female,4.49 [4.24-4.76]
Slovenia,2001,Both sexes,5.21 [4.94-5.47]
Slovenia,2001,Male,5.65 [5.34-5.96]
Slovenia,2001,Female,4.74 [4.47-5.01]
Slovenia,2000,Both sexes,5.5 [5.22-5.77]
Slovenia,2000,Male,5.98 [5.64-6.3]
Slovenia,2000,Female,4.99 [4.72-5.28]
Slovenia,1999,Both sexes,5.82 [5.51-6.1]
Slovenia,1999,Male,6.33 [5.97-6.67]
Slovenia,1999,Female,5.28 [4.98-5.58]
Slovenia,1998,Both sexes,6.17 [5.84-6.47]
Slovenia,1998,Male,6.72 [6.33-7.06]
Slovenia,1998,Female,5.59 [5.26-5.91]
Slovenia,1997,Both sexes,6.55 [6.2-6.86]
Slovenia,1997,Male,7.16 [6.75-7.52]
Slovenia,1997,Female,5.9 [5.56-6.23]
Slovenia,1996,Both sexes,6.97 [6.61-7.29]
Slovenia,1996,Male,7.62 [7.2-8]
Slovenia,1996,Female,6.28 [5.93-6.62]
Slovenia,1995,Both sexes,7.42 [7.07-7.75]
Slovenia,1995,Male,8.12 [7.7-8.51]
Slovenia,1995,Female,6.69 [6.34-7.04]
Slovenia,1994,Both sexes,7.93 [7.58-8.26]
Slovenia,1994,Male,8.71 [8.28-9.11]
Slovenia,1994,Female,7.11 [6.76-7.48]
Slovenia,1993,Both sexes,8.48 [8.13-8.82]
Slovenia,1993,Male,9.31 [8.88-9.73]
Slovenia,1993,Female,7.6 [7.24-7.96]
Slovenia,1992,Both sexes,9.06 [8.71-9.42]
Slovenia,1992,Male,9.98 [9.55-10.42]
Slovenia,1992,Female,8.08 [7.72-8.46]
Slovenia,1991,Both sexes,9.69 [9.34-10.05]
Slovenia,1991,Male,10.68 [10.25-11.14]
Slovenia,1991,Female,8.64 [8.27-9.04]
Slovenia,1990,Both sexes,10.36 [10-10.74]
Slovenia,1990,Male,11.45 [11-11.91]
Slovenia,1990,Female,9.22 [8.83-9.63]
Slovenia,1989,Both sexes,11.07 [10.71-11.48]
Slovenia,1989,Male,12.23 [11.77-12.72]
Slovenia,1989,Female,9.86 [9.45-10.29]
Slovenia,1988,Both sexes,11.83 [11.46-12.27]
Slovenia,1988,Male,13.09 [12.6-13.63]
Slovenia,1988,Female,10.52 [10.1-10.98]
Slovenia,1987,Both sexes,12.63 [12.25-13.1]
Slovenia,1987,Male,13.99 [13.49-14.56]
Slovenia,1987,Female,11.22 [10.77-11.71]
Slovenia,1986,Both sexes,13.47 [13.06-13.98]
Slovenia,1986,Male,14.93 [14.4-15.54]
Slovenia,1986,Female,11.94 [11.47-12.47]
Slovenia,1985,Both sexes,14.34 [13.89-14.85]
